2026-02-02T23:28:37.000000000Z [inf]  Starting Container
2026-02-02T23:28:49.241914482Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:49.241919710Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:49.241924702Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:49.333145284Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:49.334223072Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:49.334234131Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:49.356251507Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:49.420282442Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:49.420286680Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:49.420290684Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:49.421019862Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:49.432987787Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:49.437828657Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:49.447260516Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:49.448625161Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:49.462052258Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:49.469361176Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:49.475026317Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:49.483253087Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:49.488665387Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:49.494577788Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:49.505510970Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:49.518564761Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:49.525299260Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:49.530865415Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:50.265568569Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:50.287931060Z [inf]  11:28:50 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:50.287935542Z [inf]  11:28:50 PM [express] Checking required environment variables for production...
2026-02-02T23:28:50.287940371Z [inf]  11:28:50 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:50.287944913Z [inf]  11:28:50 PM [express] Registering routes and setting up server...
2026-02-02T23:28:50.300797428Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:50.300816011Z [inf]  11:28:50 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:50.300824800Z [inf]  11:28:50 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:50.306349393Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:50.306353526Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:50.306358152Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:50.306362077Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:50.306365896Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:50.306369965Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:50.306375744Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:50.306379889Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:50.306383675Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:50.306387565Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:50.306392887Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:50.306397175Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:50.306401508Z [err]  }
2026-02-02T23:28:50.923686290Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:50.923692621Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:50.923699711Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:50.923704276Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:50.956003206Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:50.966459264Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:50.966467094Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:50.971628382Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:51.028069117Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:51.038492767Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:51.046975155Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:51.051822595Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:51.069326989Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:51.076732385Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:51.116410989Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:51.143273770Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:51.156389674Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:51.170404006Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:51.186800960Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:51.198356385Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:51.208020113Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:51.215073351Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:51.226583129Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:51.231726599Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:51.238461156Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:51.247500163Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:51.915238203Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:51.935870634Z [inf]  11:28:51 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:51.935876660Z [inf]  11:28:51 PM [express] Checking required environment variables for production...
2026-02-02T23:28:51.935883673Z [inf]  11:28:51 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:51.935889275Z [inf]  11:28:51 PM [express] Registering routes and setting up server...
2026-02-02T23:28:51.953265590Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:51.953280632Z [inf]  11:28:51 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:51.953292043Z [inf]  11:28:51 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:51.956601293Z [err]  }
2026-02-02T23:28:51.956603026Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:51.956604145Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:51.956613154Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:51.956613507Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:51.956621393Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:51.956621958Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:51.956628665Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:51.956628939Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:51.956635872Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:51.956636002Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:51.956643251Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:51.956643387Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:52.859452163Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:52.859459212Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:52.859900804Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:52.859906495Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:52.947071196Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:52.957143831Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:52.957153036Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:52.962012274Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:53.019167472Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:53.024364984Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:53.029572200Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:53.034915574Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:53.039949299Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:53.045890132Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:53.051363889Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:53.056102962Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:53.060920276Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:53.065810493Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:53.071210187Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:53.075993164Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:53.081040613Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:53.092539289Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:53.092547668Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:53.097941772Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:53.103004893Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:53.113948713Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:53.872286571Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:53.872293611Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:53.872297969Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:53.872302056Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:53.872306866Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:53.872309857Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:53.872311839Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:53.872317875Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:53.872320667Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:53.872322291Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:53.872329984Z [inf]  11:28:53 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:53.872330664Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:53.872335861Z [inf]  11:28:53 PM [express] Checking required environment variables for production...
2026-02-02T23:28:53.872339847Z [err]  }
2026-02-02T23:28:53.872341636Z [inf]  11:28:53 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:53.872347100Z [inf]  11:28:53 PM [express] Registering routes and setting up server...
2026-02-02T23:28:53.872351096Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:53.872355849Z [inf]  11:28:53 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:53.872359910Z [inf]  11:28:53 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:53.872363779Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:53.872368338Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:54.636541076Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:54.637147055Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:54.637152787Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:54.637158025Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:54.678601454Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:54.678608765Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:54.678615153Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:54.689206110Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:54.813116493Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:54.813126937Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:54.813133102Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:54.813138633Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:54.813143733Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:54.813148957Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:54.813159378Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:54.813165976Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:54.813172131Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:54.813178326Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:54.813184680Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:54.813189372Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:54.813194065Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:54.813198108Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:54.813202644Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:54.813207844Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:54.813211953Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:54.818105882Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:55.534774151Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:55.555856954Z [inf]  11:28:55 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:55.555867420Z [inf]  11:28:55 PM [express] Checking required environment variables for production...
2026-02-02T23:28:55.555875781Z [inf]  11:28:55 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:55.555882607Z [inf]  11:28:55 PM [express] Registering routes and setting up server...
2026-02-02T23:28:55.566416529Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:55.566422440Z [inf]  11:28:55 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:55.566428488Z [inf]  11:28:55 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:55.571736439Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:55.571750085Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:55.571771882Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:55.571781763Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:55.571794133Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:55.571801950Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:55.571809232Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:55.571818018Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:55.571830366Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:55.571839011Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:55.571846402Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:55.571852615Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:55.571859190Z [err]  }
2026-02-02T23:28:56.180697756Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:56.180708434Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:56.180717633Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:56.180726131Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:56.272827602Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:56.282629244Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:56.282634730Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:56.288238036Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:56.350056026Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:56.361729867Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:56.366148473Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:56.371986674Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:56.399243265Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:56.429931067Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:56.450015219Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:56.461536040Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:56.500549296Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:56.539709513Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:56.562303612Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:56.588547452Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:56.599470594Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:56.620612941Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:56.625895128Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:56.637738850Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:56.642089257Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:56.647230123Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:57.383778611Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:57.405988188Z [inf]  11:28:57 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:57.405998007Z [inf]  11:28:57 PM [express] Checking required environment variables for production...
2026-02-02T23:28:57.406004459Z [inf]  11:28:57 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:57.406011566Z [inf]  11:28:57 PM [express] Registering routes and setting up server...
2026-02-02T23:28:57.417864967Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:57.417877662Z [inf]  11:28:57 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:57.417906286Z [inf]  11:28:57 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:57.423424318Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:57.423424575Z [err]  }
2026-02-02T23:28:57.423432946Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:57.423439256Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:57.423444533Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:57.423449821Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:57.423457352Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:57.423463088Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:57.423469695Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:57.423475238Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:57.423480619Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:57.423486664Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:57.423491985Z [err]    originalPath: '/objects/:objectPath+'
