2026-02-03T00:07:24.000000000Z [inf]  Starting Container
2026-02-03T00:07:39.380096279Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:39.388391975Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:39.400138111Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:39.406982503Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:39.414845508Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:39.416741122Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:39.422872073Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:40.374951832Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:40.394611347Z [inf]  12:07:40 AM [express] Checking required environment variables for production...
2026-02-03T00:07:40.394621159Z [inf]  12:07:40 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:40.394627496Z [inf]  12:07:40 AM [express] Registering routes and setting up server...
2026-02-03T00:07:40.394672395Z [inf]  12:07:40 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:40.407429097Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:40.411495654Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:40.411499983Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:40.431398989Z [inf]  12:07:40 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:40.431405675Z [inf]  12:07:40 AM [express] Setting up static file serving...
2026-02-03T00:07:40.431411701Z [inf]  12:07:40 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:40.431417844Z [inf]  12:07:40 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:40.431423240Z [inf]  12:07:40 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:40.433227192Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:40.433231493Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:40.433236162Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:40.433242346Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:40.433243823Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:40.433250489Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:40.433251662Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:40.433258162Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:40.433259217Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:40.433266461Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:40.433266719Z [err]    originalPath: '*'
2026-02-03T00:07:40.433273733Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:40.433275354Z [err]  }
2026-02-03T00:07:42.228535791Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:42.228540871Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:42.228545793Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:42.228550928Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:42.323746121Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:42.331053917Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:42.331060837Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:42.343244944Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:42.402310237Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:42.508103862Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:42.555543335Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:43.291749679Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:43.291754776Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:43.291759068Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:43.291764627Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:43.291770748Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:43.291777068Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:43.291783125Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:43.291789663Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:43.291797598Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:43.291804166Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:43.291810597Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:43.291816717Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:43.291839632Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:43.291845702Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:43.291851466Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:44.481140053Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:44.481146744Z [err]    originalPath: '*'
2026-02-03T00:07:44.481243784Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:44.481249138Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:44.481252220Z [err]  }
2026-02-03T00:07:44.481258295Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:44.481264637Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:44.481271335Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:44.481561440Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:44.481565595Z [inf]  12:07:43 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:44.481569510Z [inf]  12:07:43 AM [express] Checking required environment variables for production...
2026-02-03T00:07:44.481573643Z [inf]  12:07:43 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:44.481577701Z [inf]  12:07:43 AM [express] Registering routes and setting up server...
2026-02-03T00:07:44.481582428Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:44.481586811Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:44.481590733Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:44.481594425Z [inf]  12:07:43 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:44.481598593Z [inf]  12:07:43 AM [express] Setting up static file serving...
2026-02-03T00:07:44.481602486Z [inf]  12:07:43 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:44.481606059Z [inf]  12:07:43 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:44.481610815Z [inf]  12:07:43 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:44.481615720Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:44.481621605Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:44.481627329Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:44.481632972Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:44.481640911Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:46.370693289Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:46.370767961Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:46.370798051Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:46.370811011Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:46.370822124Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:46.370830978Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:46.370837392Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:46.370845574Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:46.411642776Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:46.416998919Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:46.425986278Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:46.436169615Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:46.446700313Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:46.458656422Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:46.465229590Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:46.517788730Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:46.550115963Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:46.562319591Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:47.386985497Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:47.386989939Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:47.386994284Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:47.386998123Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:47.387002330Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:47.387006915Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:47.387012203Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:47.387017687Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:48.297098187Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:48.297104612Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:48.297112883Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:48.297122823Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:48.297126034Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:48.297133864Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:48.297139133Z [err]    originalPath: '*'
2026-02-03T00:07:48.297148070Z [err]  }
2026-02-03T00:07:48.299465329Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:48.299471137Z [inf]  12:07:47 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:48.299478128Z [inf]  12:07:47 AM [express] Checking required environment variables for production...
2026-02-03T00:07:48.299484757Z [inf]  12:07:47 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:48.299491158Z [inf]  12:07:47 AM [express] Registering routes and setting up server...
2026-02-03T00:07:48.299496714Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:48.299502820Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:48.299509011Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:48.299514334Z [inf]  12:07:47 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:48.299519710Z [inf]  12:07:47 AM [express] Setting up static file serving...
2026-02-03T00:07:48.299525317Z [inf]  12:07:47 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:48.299531011Z [inf]  12:07:47 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:48.299536393Z [inf]  12:07:47 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:48.299541488Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:48.299547099Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:48.299552941Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:48.299558117Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:48.299563532Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:49.187735209Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:49.187762579Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:49.187770029Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:49.187776366Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:49.197659145Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:49.205101236Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:49.205105980Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:49.211123070Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:49.269490737Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:49.286367782Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:49.293108724Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:49.298819584Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:49.304375749Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:49.310549571Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:49.323781542Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:49.332959362Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:49.345617476Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:49.345624241Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:49.359736510Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:49.369774312Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:49.380142219Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:49.386342121Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:49.388878163Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:49.391279743Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:49.394475356Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:49.399021403Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:50.329168648Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:50.359060463Z [inf]  12:07:50 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:50.359064616Z [inf]  12:07:50 AM [express] Checking required environment variables for production...
2026-02-03T00:07:50.359068762Z [inf]  12:07:50 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:50.359073593Z [inf]  12:07:50 AM [express] Registering routes and setting up server...
2026-02-03T00:07:50.366465454Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:50.370261303Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:50.372166360Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:50.414939626Z [inf]  12:07:50 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:50.414945474Z [inf]  12:07:50 AM [express] Setting up static file serving...
2026-02-03T00:07:50.414951476Z [inf]  12:07:50 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:50.414957031Z [inf]  12:07:50 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:50.414963805Z [inf]  12:07:50 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:50.414969058Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:50.414976709Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:50.414982542Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:50.414987792Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:50.414993173Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:50.414998636Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:50.415004350Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:50.415010934Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:50.415016794Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:50.415022523Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:50.415027810Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:50.415033252Z [err]    originalPath: '*'
2026-02-03T00:07:50.415041222Z [err]  }
2026-02-03T00:07:52.123434292Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:52.123442226Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:52.123448148Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:52.123454275Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:52.159083209Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:52.166245582Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:52.166252249Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:52.173450401Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:52.223900820Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:52.230206404Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:52.234103707Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:52.242503799Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:52.247510084Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:52.253108467Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:52.258915940Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:52.263766583Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:52.271686423Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:52.282411960Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:52.287244608Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:52.289852804Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:52.297118877Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:52.306825313Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:52.321511563Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:52.321518149Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:52.349283082Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:52.357395416Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:53.200246413Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:53.218708076Z [inf]  12:07:53 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:53.218713849Z [inf]  12:07:53 AM [express] Checking required environment variables for production...
2026-02-03T00:07:53.218720146Z [inf]  12:07:53 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:53.218727596Z [inf]  12:07:53 AM [express] Registering routes and setting up server...
2026-02-03T00:07:53.230019000Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:53.234247203Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:53.234253019Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:53.246947141Z [inf]  12:07:53 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:53.246958688Z [inf]  12:07:53 AM [express] Setting up static file serving...
2026-02-03T00:07:53.246965635Z [inf]  12:07:53 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:53.251345663Z [inf]  12:07:53 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:53.251352325Z [inf]  12:07:53 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:53.256283333Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:53.256331362Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:53.256338643Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:53.256345575Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:53.256351728Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:53.256372989Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:53.256380737Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:53.256387199Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:53.256399246Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:53.256405447Z [err]    originalPath: '*'
2026-02-03T00:07:53.256471765Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:53.256479033Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:53.256694896Z [err]  }
2026-02-03T00:07:55.101988350Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:55.101998342Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:55.102003568Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:55.102008379Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:55.102013559Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:55.102018765Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:55.102023630Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:55.102028713Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:55.102032973Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:55.102038105Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:55.102042841Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:55.102047052Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:55.102052047Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:55.102056575Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:55.102060845Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:55.102066337Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:55.102071364Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:55.102076961Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:55.102081600Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:55.102086188Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:55.105056087Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:55.105062584Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:55.105069195Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:55.105075625Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:55.105082141Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:55.105088101Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:56.255062154Z [inf]  12:07:55 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:56.255075174Z [inf]  12:07:55 AM [express] Checking required environment variables for production...
2026-02-03T00:07:56.255083602Z [inf]  12:07:55 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:56.255090840Z [inf]  12:07:55 AM [express] Registering routes and setting up server...
2026-02-03T00:07:56.255098774Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:56.255106635Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:56.255116418Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:56.255126367Z [inf]  12:07:55 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:56.255133341Z [inf]  12:07:55 AM [express] Setting up static file serving...
2026-02-03T00:07:56.255141292Z [inf]  12:07:55 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:56.255148036Z [inf]  12:07:55 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:56.255156248Z [inf]  12:07:55 AM [express] ✗ Application failed to initialize. Exiting...
