2026-02-02T23:23:54.000000000Z [inf]  Starting Container
2026-02-02T23:24:02.121926367Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:24:02.121936011Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:24:02.121938805Z [inf]  11:24:02 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:24:02.121941309Z [inf]  11:24:02 PM [express] Checking required environment variables for production...
2026-02-02T23:24:02.122374980Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:24:02.122378966Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:24:02.122382030Z [err]    originalPath: '/objects/*'
2026-02-02T23:24:02.122385155Z [err]  }
2026-02-02T23:24:04.220357442Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:24:04.220361689Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:24:04.220364473Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:24:04.220367087Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:24:04.309170421Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:24:04.309212875Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:24:04.309216911Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:24:04.317731412Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:24:04.359676129Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:24:04.369541367Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:24:04.379526635Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:24:04.389650651Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:24:04.394135408Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:24:04.424457671Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:24:04.433025813Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:24:04.443155187Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:24:04.453246894Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:24:04.463303650Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:24:04.482247395Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:24:04.491259152Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:24:04.501842467Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:24:04.512382557Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:24:04.533468176Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:24:04.543836748Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:24:04.554559402Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:24:04.559256698Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:24:04.983237535Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:24:04.983240499Z [inf]  11:24:04 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:24:04.983243474Z [inf]  11:24:04 PM [express] Checking required environment variables for production...
2026-02-02T23:24:04.983246008Z [inf]  11:24:04 PM [express] ✓ All required environment variables are present
2026-02-02T23:24:04.983248571Z [inf]  11:24:04 PM [express] Registering routes and setting up server...
2026-02-02T23:24:04.988156544Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:24:04.988160780Z [inf]  11:24:04 PM [express] ✗ Fatal error during application startup: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:04.988164325Z [inf]  11:24:04 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:24:04.989129593Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:04.989136924Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-02T23:24:04.989141291Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-02T23:24:04.989145707Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:24:04.989149072Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:24:04.989153369Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:24:04.989157415Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:24:04.989161491Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:24:04.989165367Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:24:04.989169163Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:24:04.989172618Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:24:04.989176233Z [err]    originalPath: '/objects/*'
2026-02-02T23:24:04.989180119Z [err]  }
2026-02-02T23:24:05.437339023Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:24:05.437349599Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:24:05.437354807Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:24:05.437359414Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:24:05.452389899Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:24:05.462631181Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:24:05.462636249Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:24:05.467227716Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:24:05.506889378Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:24:05.516361536Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:24:05.542053574Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:24:05.571692642Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:24:05.597239161Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:24:05.615442406Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:24:05.625979272Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:24:05.635557839Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:24:05.655223708Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:24:05.659572270Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:24:05.670219491Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:24:05.681071269Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:24:05.692029396Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:24:05.712454964Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:24:05.717122906Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:24:05.727680803Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:24:05.732738289Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:24:05.743533802Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:24:06.157381349Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:24:06.171395630Z [inf]  11:24:06 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:24:06.171398495Z [inf]  11:24:06 PM [express] Checking required environment variables for production...
2026-02-02T23:24:06.171401870Z [inf]  11:24:06 PM [express] ✓ All required environment variables are present
2026-02-02T23:24:06.171404353Z [inf]  11:24:06 PM [express] Registering routes and setting up server...
2026-02-02T23:24:06.176115340Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:24:06.176647368Z [inf]  11:24:06 PM [express] ✗ Fatal error during application startup: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:06.177316832Z [inf]  11:24:06 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:24:06.182056792Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:06.182062220Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-02T23:24:06.182064383Z [err]    originalPath: '/objects/*'
2026-02-02T23:24:06.182066156Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-02T23:24:06.182070422Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:24:06.182070523Z [err]  }
2026-02-02T23:24:06.182086897Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:24:06.182093577Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:24:06.182097223Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:24:06.182100197Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:24:06.182103282Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:24:06.182106817Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:24:06.182109771Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:24:06.668656347Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:24:06.668661685Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:24:06.668665721Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:24:06.668669386Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:24:06.746591309Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:24:06.757021974Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:24:06.757027382Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:24:06.758141754Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:24:06.808807903Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:24:06.813106991Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:24:06.817526320Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:24:06.822210737Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:24:06.826768483Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:24:06.837938869Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:24:06.839005028Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:24:06.849979710Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:24:06.864961272Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:24:06.876073390Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:24:06.876076265Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:24:06.880915674Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:24:06.885606410Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:24:06.890287601Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:24:06.900589414Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:24:06.910191137Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:24:06.915115373Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:24:06.920053300Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:24:07.357169279Z [inf]  11:24:07 PM [express] ✓ All required environment variables are present
2026-02-02T23:24:07.357175789Z [inf]  11:24:07 PM [express] Registering routes and setting up server...
2026-02-02T23:24:07.357200606Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:24:07.357204602Z [inf]  11:24:07 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:24:07.357208348Z [inf]  11:24:07 PM [express] Checking required environment variables for production...
2026-02-02T23:24:07.361328438Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:24:07.361333045Z [inf]  11:24:07 PM [express] ✗ Fatal error during application startup: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:07.361336320Z [inf]  11:24:07 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:24:07.366053566Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:24:07.366054948Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:07.366059585Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-02T23:24:07.366059855Z [err]    originalPath: '/objects/*'
2026-02-02T23:24:07.366061898Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:24:07.366063961Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-02T23:24:07.366064282Z [err]  }
2026-02-02T23:24:07.366068718Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:24:07.366069289Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:24:07.366073385Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:24:07.366073466Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:24:07.366077812Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:24:07.366080536Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:24:08.183258014Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:24:08.183261730Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:24:08.183265896Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:24:08.183269852Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:24:08.183273788Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:24:08.183277583Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:24:08.183281539Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:24:08.183285405Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:24:08.183289361Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:24:08.189019437Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:24:08.227872516Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:24:08.252919846Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:24:08.262753747Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:24:08.268619125Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:24:08.269372766Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:24:08.274807047Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:24:08.281838003Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:24:08.298045094Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:24:08.302808739Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:24:08.334561638Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:24:08.339560637Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:24:08.350564893Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:24:08.355716681Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:24:08.367570421Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:24:08.378749690Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:24:08.383595649Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:24:08.852282625Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:24:08.852285449Z [inf]  11:24:08 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:24:08.852288243Z [inf]  11:24:08 PM [express] Checking required environment variables for production...
2026-02-02T23:24:08.852290937Z [inf]  11:24:08 PM [express] ✓ All required environment variables are present
2026-02-02T23:24:08.852294202Z [inf]  11:24:08 PM [express] Registering routes and setting up server...
2026-02-02T23:24:08.862679160Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:24:08.862682434Z [inf]  11:24:08 PM [express] ✗ Fatal error during application startup: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:08.862685729Z [inf]  11:24:08 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:24:08.866027452Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:08.866034182Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-02T23:24:08.866038689Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-02T23:24:08.866043997Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:24:08.866047652Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:24:08.866051608Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:24:08.866055294Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:24:08.866058448Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:24:08.866062004Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:24:08.866065198Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:24:08.866067983Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:24:08.866070657Z [err]    originalPath: '/objects/*'
2026-02-02T23:24:08.866073751Z [err]  }
2026-02-02T23:24:09.611628346Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:24:09.611632572Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:24:09.611636438Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:24:09.611640744Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:24:09.690232231Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:24:09.695424660Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:24:09.695429006Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:24:09.701973272Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:24:09.743884849Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:24:09.748840182Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:24:09.760048004Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:24:09.765440392Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:24:09.789986892Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:24:09.804501704Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:24:09.816374603Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:24:09.825804057Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:24:09.839628273Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:24:09.845868984Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:24:09.868326691Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:24:09.879100281Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:24:09.888860021Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:24:09.895953341Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:24:09.932557867Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:24:09.958166940Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:24:09.995910405Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:24:10.000668362Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:24:10.434658663Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:24:10.434662439Z [inf]  11:24:10 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:24:10.434666044Z [inf]  11:24:10 PM [express] Checking required environment variables for production...
2026-02-02T23:24:10.434669420Z [inf]  11:24:10 PM [express] ✓ All required environment variables are present
2026-02-02T23:24:10.434672875Z [inf]  11:24:10 PM [express] Registering routes and setting up server...
2026-02-02T23:24:10.434677121Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:24:10.434681007Z [inf]  11:24:10 PM [express] ✗ Fatal error during application startup: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:10.434685363Z [inf]  11:24:10 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:24:10.434689379Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 10: /objects/*; visit https://git.new/pathToRegexpError for info
2026-02-02T23:24:10.434693005Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-02T23:24:10.434696680Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-02T23:24:10.434700486Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:24:10.434704122Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:24:10.434709019Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:24:10.434712654Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:24:10.434715979Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:24:10.434719364Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:24:10.438669499Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:24:10.438672604Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:24:10.438675769Z [err]    originalPath: '/objects/*'
2026-02-02T23:24:10.438678353Z [err]  }
