2026-02-02T23:33:29.000000000Z [inf]  Starting Container
2026-02-02T23:33:51.014499883Z [inf]  11:33:50 PM [express] Checking required environment variables for production...
2026-02-02T23:33:51.014522119Z [inf]  11:33:50 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:51.014533631Z [inf]  11:33:50 PM [express] Registering routes and setting up server...
2026-02-02T23:33:51.014541523Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:51.014552565Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:51.014562145Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:51.014571924Z [inf]  11:33:50 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:51.014583601Z [inf]  11:33:50 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:51.014592544Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:51.014605276Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:51.014626542Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:51.014638664Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:51.014648862Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:51.014658637Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:51.014669656Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:51.014869252Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:51.014875871Z [inf]  11:33:50 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:51.990605636Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:51.990611732Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:51.990619807Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:51.990627353Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:51.990634479Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:51.990641225Z [err]  }
2026-02-02T23:33:53.173234384Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:53.173241698Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:53.173246749Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:53.173251224Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:53.177302683Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:53.177315929Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:53.177322312Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:53.177327682Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:53.177334662Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:53.177339754Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:53.177344701Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:53.177350153Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:53.177355742Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:53.177362353Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:53.177368164Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:53.177373555Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:53.177380848Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:53.177386388Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:53.177391787Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:53.177396902Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:54.390153661Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:54.390166555Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:54.390176532Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:54.390184747Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:54.390191988Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:54.390199427Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:55.419129316Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:55.419135548Z [inf]  11:33:54 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:55.419141385Z [inf]  11:33:54 PM [express] Checking required environment variables for production...
2026-02-02T23:33:55.419148437Z [inf]  11:33:54 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:55.419157247Z [inf]  11:33:54 PM [express] Registering routes and setting up server...
2026-02-02T23:33:55.419163456Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:55.419169138Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:55.419176255Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:55.419430764Z [inf]  11:33:54 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:55.419483850Z [inf]  11:33:54 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:55.423946663Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:55.423961872Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:55.423967802Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:55.423972939Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:55.423980385Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:55.423985218Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:55.423990279Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:56.512209317Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:56.512215257Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:56.512224193Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:56.512230435Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:56.512237826Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:56.512245257Z [err]  }
2026-02-02T23:33:57.603216647Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:57.603223584Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:57.603236861Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:57.603249158Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:57.603260922Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:57.603278533Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:57.603287999Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:57.603311820Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:57.603321886Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:57.603331472Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:57.603340396Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:57.603350626Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:57.603358816Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:57.603367088Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:57.603376704Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:57.603390571Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:57.603398895Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:57.603408440Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:57.603416995Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:57.603426238Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:58.945141773Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:58.945148352Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:58.945155144Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:58.945161818Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:58.945184689Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:58.945193258Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:58.945200182Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:58.945206715Z [inf]  11:33:58 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:58.945215288Z [inf]  11:33:58 PM [express] Checking required environment variables for production...
2026-02-02T23:33:58.945221860Z [inf]  11:33:58 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:58.945228107Z [inf]  11:33:58 PM [express] Registering routes and setting up server...
2026-02-02T23:33:58.945233515Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:58.945239806Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:58.945246428Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:58.945253355Z [inf]  11:33:58 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:58.945261975Z [inf]  11:33:58 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:58.945268342Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:59.936566110Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:59.936581610Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:59.936590852Z [err]  }
2026-02-02T23:33:59.936762122Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:59.936769229Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:59.936780925Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:59.936788703Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:59.936796655Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:59.936803817Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:59.936813252Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:59.936820736Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:59.936831231Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:34:01.165905258Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:34:01.165912724Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:34:01.165920144Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:34:01.165927206Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:34:02.089565640Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:34:02.089590753Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:34:02.089609143Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:34:02.089616249Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:34:02.089622844Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:34:02.089628729Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:34:02.089635688Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:34:02.089640791Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:34:02.089645737Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:34:02.089700524Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:34:02.089707190Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:34:02.089713190Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:34:02.089717275Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:34:02.089725179Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:34:02.089732655Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:34:02.089741150Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:34:02.089750285Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:34:02.089762197Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:34:02.089769388Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:34:02.094230782Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:34:02.094237486Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:34:02.094244538Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:34:03.285753545Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:34:03.285758448Z [inf]  11:34:02 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:34:03.285763026Z [inf]  11:34:02 PM [express] Checking required environment variables for production...
2026-02-02T23:34:03.285766990Z [inf]  11:34:02 PM [express] ✓ All required environment variables are present
2026-02-02T23:34:03.285771798Z [inf]  11:34:02 PM [express] Registering routes and setting up server...
2026-02-02T23:34:03.285775688Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:34:03.285779590Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:34:03.285783458Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:34:03.285787331Z [inf]  11:34:03 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:34:03.285791063Z [inf]  11:34:03 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:34:03.285795541Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:34:03.285802479Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:34:03.285808006Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:34:03.285812962Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:34:03.285818242Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:34:03.288425800Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:34:03.288435435Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:34:04.283649848Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:34:04.283655267Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:34:04.283664620Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:34:04.283669792Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:34:04.283675455Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:34:04.283679870Z [err]  }
2026-02-02T23:34:05.216021045Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:34:05.216028120Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:34:05.216035781Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:34:05.216042955Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:34:05.276069855Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:34:05.286883599Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:34:05.286890773Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:34:06.056698580Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:34:06.056705922Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:34:06.056713836Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:34:06.056721056Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:34:06.056728074Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:34:06.056747542Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:34:06.056779407Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:34:06.056795265Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:34:06.056807049Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:34:06.056815689Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:34:06.056826995Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:34:06.056841550Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:34:06.056849663Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:34:06.056857237Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:34:06.057055664Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:34:06.057068896Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:34:06.057075829Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:34:06.057097428Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:34:06.057105136Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:34:07.141060451Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:34:07.141061462Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:34:07.141072592Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:34:07.141075590Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:34:07.141081192Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:34:07.141087995Z [inf]  11:34:06 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:34:07.141094819Z [inf]  11:34:06 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:34:07.141105253Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:34:07.141113121Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:34:07.141120330Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:34:07.141127760Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:34:07.141134741Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:34:07.141241461Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:34:07.141247559Z [inf]  11:34:06 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:34:07.141254290Z [inf]  11:34:06 PM [express] Checking required environment variables for production...
2026-02-02T23:34:07.141260797Z [inf]  11:34:06 PM [express] ✓ All required environment variables are present
2026-02-02T23:34:07.141268531Z [inf]  11:34:06 PM [express] Registering routes and setting up server...
2026-02-02T23:34:07.148095103Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:34:07.148100864Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:34:07.148106650Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:34:07.148113004Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:34:07.148118784Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:34:07.148125106Z [err]  }
2026-02-02T23:34:09.116452484Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:34:09.116468877Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:34:09.116606756Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:34:09.116621409Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:34:09.117003981Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:34:09.117012158Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:34:09.117018239Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:34:09.117024140Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:34:09.117029300Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:34:09.117034333Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:34:09.117209892Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:34:09.117215963Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:34:09.117222124Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:34:09.117229601Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:34:09.117235239Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:34:09.117240916Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:34:09.117246695Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:34:09.117252317Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:34:09.117259754Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:34:09.117266037Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:34:09.117275696Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:34:09.117282407Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:34:09.117288131Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:34:09.117294602Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:34:09.117300449Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:34:09.117305614Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:34:10.094584868Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:34:10.094599333Z [err]  }
2026-02-02T23:34:10.094599693Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:34:10.094613808Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:34:10.094620759Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:34:10.094626346Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:34:10.094790742Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:34:10.094795772Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:34:10.094800082Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:34:10.094804380Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:34:10.094976921Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:34:10.094982957Z [inf]  11:34:09 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:34:10.094994972Z [inf]  11:34:10 PM [express] Checking required environment variables for production...
2026-02-02T23:34:10.095000838Z [inf]  11:34:10 PM [express] ✓ All required environment variables are present
2026-02-02T23:34:10.095006781Z [inf]  11:34:10 PM [express] Registering routes and setting up server...
2026-02-02T23:34:10.095012538Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:34:10.095018156Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:34:10.095023672Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:34:10.095028963Z [inf]  11:34:10 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:34:10.095035668Z [inf]  11:34:10 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:34:10.095042022Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:34:10.095047641Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:34:10.095053633Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
