2026-02-02T23:31:00.000000000Z [inf]  Starting Container
2026-02-02T23:31:10.661249479Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:10.661254954Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:10.661260106Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:10.661264674Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:10.661269516Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:10.661274021Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:10.661278051Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:10.661282933Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:10.661290260Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:10.661297140Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:10.661303457Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:10.661310637Z [err]  }
2026-02-02T23:31:11.392973449Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:11.392978253Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:11.392982484Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:11.392986241Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:11.483055551Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:11.488450120Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:11.488456514Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:11.495807883Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:11.574938339Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:11.574944759Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:11.574951054Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:11.580404978Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:11.592658090Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:11.593331356Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:11.624455207Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:11.624463847Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:11.831306946Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:11.831316176Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:11.831371628Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:11.831385508Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:11.831404765Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:11.831426011Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:11.917972666Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:11.917999699Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:11.918008709Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:11.918042778Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:12.431247599Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:12.450508688Z [inf]  11:31:12 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:12.450519309Z [inf]  11:31:12 PM [express] Checking required environment variables for production...
2026-02-02T23:31:12.450523485Z [inf]  11:31:12 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:12.450532858Z [inf]  11:31:12 PM [express] Registering routes and setting up server...
2026-02-02T23:31:12.461970398Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:12.461978376Z [inf]  11:31:12 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:12.461983615Z [inf]  11:31:12 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:12.467726074Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:12.467738759Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:12.467746154Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:12.467751160Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:12.467755435Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:12.467760150Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:12.467764523Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:12.467770110Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:12.467775060Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:12.467781757Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:12.467788039Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:12.467794147Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:12.467800748Z [err]  }
2026-02-02T23:31:13.376494601Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:13.376500244Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:13.376505567Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:13.376509397Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:13.407408181Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:13.413415694Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:13.413423017Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:13.418929563Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:13.481515082Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:13.481522720Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:13.494900518Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:13.507793296Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:13.514389768Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:13.526706278Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:13.533418512Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:13.561961109Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:13.562936283Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:13.591348103Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:13.614816295Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:13.614822626Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:13.626683325Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:13.631080169Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:13.645034001Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:13.658099955Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:13.663846192Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:13.673356062Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:14.393599341Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:14.417091053Z [inf]  11:31:14 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:14.417095459Z [inf]  11:31:14 PM [express] Checking required environment variables for production...
2026-02-02T23:31:14.417099929Z [inf]  11:31:14 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:14.417103940Z [inf]  11:31:14 PM [express] Registering routes and setting up server...
2026-02-02T23:31:14.422705846Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:14.424011717Z [inf]  11:31:14 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:14.424025754Z [inf]  11:31:14 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:14.430140169Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:14.430148958Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:14.430156652Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:14.430163666Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:14.430170559Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:14.430177953Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:14.430186362Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:14.430194267Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:14.430201325Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:14.430208386Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:14.430215325Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:14.430220866Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:14.430228940Z [err]  }
2026-02-02T23:31:15.107630504Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:15.107642052Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:15.107650019Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:15.107658269Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:15.197879805Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:15.210197423Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:15.210204375Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:15.222728891Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:15.279875424Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:15.291296167Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:15.303953516Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:15.316479000Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:15.328895911Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:15.335769488Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:15.341716662Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:15.353541876Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:15.355670907Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:15.362392927Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:15.381827036Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:15.394242194Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:15.396497858Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:15.402210313Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:15.419374246Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:15.432230838Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:15.432239229Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:15.445238200Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:16.101398834Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:16.118781023Z [inf]  11:31:16 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:16.118785423Z [inf]  11:31:16 PM [express] Checking required environment variables for production...
2026-02-02T23:31:16.118789102Z [inf]  11:31:16 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:16.118793239Z [inf]  11:31:16 PM [express] Registering routes and setting up server...
2026-02-02T23:31:16.126490852Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:16.128868656Z [inf]  11:31:16 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:16.128879107Z [inf]  11:31:16 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:16.135542159Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:16.135548841Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:16.135555231Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:16.135562152Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:16.135568039Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:16.135573880Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:16.135578940Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:16.135584440Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:16.135590475Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:16.135595251Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:16.135599814Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:16.135603705Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:16.135607419Z [err]  }
2026-02-02T23:31:16.887719430Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:16.887732497Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:16.887747708Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:16.887758040Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:16.887766992Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:16.887774532Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:16.887781657Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:16.887786823Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:16.950108377Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:16.950116201Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:16.956335697Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:16.962085325Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:16.968910311Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:16.980689303Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:16.981544623Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:16.992816808Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:16.993772149Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:16.999442881Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:17.005087078Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:17.010099399Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:17.015607389Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:17.021315770Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:17.026649591Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:17.032231421Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:17.037696154Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:17.048885980Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:17.699992257Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:17.905079883Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:17.905087553Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:17.905094517Z [err]  }
2026-02-02T23:31:17.905127248Z [inf]  11:31:17 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:17.905136011Z [inf]  11:31:17 PM [express] Checking required environment variables for production...
2026-02-02T23:31:17.905142733Z [inf]  11:31:17 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:17.905149536Z [inf]  11:31:17 PM [express] Registering routes and setting up server...
2026-02-02T23:31:17.905155821Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:17.905162835Z [inf]  11:31:17 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:17.905169405Z [inf]  11:31:17 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:17.905175158Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:17.905182234Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:17.905187772Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:17.905193511Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:17.905199880Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:17.905206650Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:17.905212361Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:17.905218320Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:17.905224674Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:17.905231015Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:18.419318950Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:18.419324942Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:18.419330367Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:18.419335844Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:18.507281762Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:18.512491851Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:18.512500671Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:18.524605070Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:18.576742775Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:18.588248183Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:18.590469005Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:18.596253311Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:18.601508418Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:18.607348054Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:18.614260882Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:18.620165019Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:18.625691167Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:18.630975660Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:18.636727897Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:18.643442871Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:18.653098822Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:18.659035042Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:18.664382867Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:18.672812130Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:18.679496813Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:18.693020708Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:19.357633792Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:19.380516018Z [inf]  11:31:19 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:19.380520396Z [inf]  11:31:19 PM [express] Checking required environment variables for production...
2026-02-02T23:31:19.380524348Z [inf]  11:31:19 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:19.380527728Z [inf]  11:31:19 PM [express] Registering routes and setting up server...
2026-02-02T23:31:19.392594588Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:19.392598748Z [inf]  11:31:19 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:19.392602460Z [inf]  11:31:19 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:19.398078636Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:19.398084556Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:19.398090933Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:19.398096705Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:19.398102723Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:19.398108703Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:19.398114396Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:19.398123338Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:19.398128821Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:19.398134047Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:19.398140050Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:19.398146097Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:19.398151277Z [err]  }
