2026-02-05T01:57:17.000000000Z [inf]  Starting Container
2026-02-05T01:57:53.275289127Z [err]        error: [Function],
2026-02-05T01:57:53.275299280Z [err]      _closeTimer: null,
2026-02-05T01:57:53.275300963Z [err]        message: [Function],
2026-02-05T01:57:53.275309910Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.275313966Z [err]        close: [Function],
2026-02-05T01:57:53.275320590Z [err]      _extensions: {},
2026-02-05T01:57:53.275324292Z [err]        open: [Function]
2026-02-05T01:57:53.275331183Z [err]      },
2026-02-05T01:57:53.275332817Z [err]      _paused: false,
2026-02-05T01:57:53.275337628Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.275342681Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.275347515Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.275350242Z [err]        message: [Function],
2026-02-05T01:57:53.275352784Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.275357873Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.275360281Z [err]        close: [Function],
2026-02-05T01:57:53.275363369Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.275366824Z [err]        open: [Function]
2026-02-05T01:57:53.275369285Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.275372796Z [err]      },
2026-02-05T01:57:53.275375802Z [err]      _closeTimer: null,
2026-02-05T01:57:53.275378414Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.275381170Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.275384054Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.275387702Z [err]      _extensions: {},
2026-02-05T01:57:53.275389937Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.275394126Z [err]      _paused: false,
2026-02-05T01:57:53.275396062Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.275400367Z [err]      _protocol: '',
2026-02-05T01:57:53.275401265Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.275406485Z [err]      _readyState: 3,
2026-02-05T01:57:53.275407540Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.275412292Z [err]      _receiver: null,
2026-02-05T01:57:53.275412844Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.275418364Z [err]      _closeTimer: null,
2026-02-05T01:57:53.275419896Z [err]      _sender: null,
2026-02-05T01:57:53.275424260Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.275426264Z [err]      _socket: null,
2026-02-05T01:57:53.275431438Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.275436342Z [err]      _isServer: false,
2026-02-05T01:57:53.275440472Z [err]      _redirects: 0,
2026-02-05T01:57:53.275444404Z [err]      _autoPong: true,
2026-02-05T01:57:53.275448195Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.275452073Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.275455899Z [err]      _req: null,
2026-02-05T01:57:53.275460213Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.275464194Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.275472115Z [err]    },
2026-02-05T01:57:53.275476216Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.275479842Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.275484254Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.275488059Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.275492013Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.275495926Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.275499771Z [err]    },
2026-02-05T01:57:53.275503726Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.275508157Z [err]  }
2026-02-05T01:57:53.275512174Z [inf]  1:57:53 AM [express] GET /api/pulse-check/today 200 in 66ms :: {"hasCheckedToday":true}
2026-02-05T01:57:53.275515933Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:53.275520666Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.275524647Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.275528320Z [err]        error: [Function],
2026-02-05T01:57:53.275532779Z [err]        message: [Function],
2026-02-05T01:57:53.275537055Z [err]        close: [Function],
2026-02-05T01:57:53.276960926Z [err]      _extensions: {},
2026-02-05T01:57:53.276969680Z [err]      _paused: false,
2026-02-05T01:57:53.276976406Z [err]      _protocol: '',
2026-02-05T01:57:53.276983847Z [err]      _readyState: 3,
2026-02-05T01:57:53.276990175Z [err]      _receiver: null,
2026-02-05T01:57:53.276996525Z [err]      _sender: null,
2026-02-05T01:57:53.277002480Z [err]      _socket: null,
2026-02-05T01:57:53.277008222Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.277015433Z [err]      _isServer: false,
2026-02-05T01:57:53.277025874Z [err]      _redirects: 0,
2026-02-05T01:57:53.277028771Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.277030758Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.277035224Z [err]      _autoPong: true,
2026-02-05T01:57:53.277037490Z [err]      _req: null,
2026-02-05T01:57:53.277042091Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.277043907Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.277049042Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.277051992Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.277057114Z [err]      _req: null,
2026-02-05T01:57:53.277058336Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.277058510Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.277061782Z [inf]  1:57:53 AM [express] GET /api/rewards/offers/all/all 500 in 57ms :: {"message":"Failed to get reward…
2026-02-05T01:57:53.277065810Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.277066696Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.277067179Z [err]  }
2026-02-05T01:57:53.277070687Z [err]    },
2026-02-05T01:57:53.277074939Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.277077402Z [err]  [SchoolConfigService] Error fetching level for user student-001: ErrorEvent {
2026-02-05T01:57:53.277077877Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.277079402Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.277081463Z [err]        close: [Function],
2026-02-05T01:57:53.277081561Z [err]    },
2026-02-05T01:57:53.277084174Z [err]    },
2026-02-05T01:57:53.277088787Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.277089897Z [err]        error: [Function],
2026-02-05T01:57:53.277090303Z [err]        open: [Function]
2026-02-05T01:57:53.277091516Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.277094785Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.277097887Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.277098315Z [err]      },
2026-02-05T01:57:53.277100256Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.277101212Z [err]        message: [Function],
2026-02-05T01:57:53.277103776Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.277105630Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.277105923Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.277106624Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.277110759Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.277111579Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.277116669Z [err]      _socket: null,
2026-02-05T01:57:53.277118134Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.277119647Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.277120244Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.277124757Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.277127508Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.277129084Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.277131717Z [err]      _closeTimer: null,
2026-02-05T01:57:53.277132826Z [err]      _isServer: false,
2026-02-05T01:57:53.277133124Z [err]      _extensions: {},
2026-02-05T01:57:53.277135110Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.277141166Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.277142914Z [err]    },
2026-02-05T01:57:53.277145084Z [err]      _redirects: 0,
2026-02-05T01:57:53.277146399Z [err]      _paused: false,
2026-02-05T01:57:53.277148214Z [err]      _req: null,
2026-02-05T01:57:53.277150822Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.277154157Z [err]      _autoPong: true,
2026-02-05T01:57:53.277157502Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.277157624Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.277158737Z [err]      _protocol: '',
2026-02-05T01:57:53.277159669Z [err]  }
2026-02-05T01:57:53.277161798Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.277166334Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.277168104Z [inf]  1:57:53 AM [express] GET /api/posts 500 in 60ms :: {"message":""}
2026-02-05T01:57:53.277169082Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.277170744Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.277170944Z [err]      _readyState: 3,
2026-02-05T01:57:53.277176192Z [err]    },
2026-02-05T01:57:53.277176274Z [inf]  1:57:53 AM [express] GET /api/counter 500 in 59ms :: {"message":""}
2026-02-05T01:57:53.277177900Z [err]    },
2026-02-05T01:57:53.277180050Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.277181669Z [err]      _receiver: null,
2026-02-05T01:57:53.277184776Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:53.277185579Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.277188214Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.277190268Z [err]        error: [Function],
2026-02-05T01:57:53.277192148Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.277192197Z [err]      _sender: null,
2026-02-05T01:57:53.277192799Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.277196746Z [err]  }
2026-02-05T01:57:53.277199252Z [inf]  1:57:53 AM [express] GET /api/school-level/config 200 in 77ms :: {"level":"high_school","displayName…
2026-02-05T01:57:53.277200776Z [err]        message: [Function],
2026-02-05T01:57:53.277200820Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.277202764Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.277207992Z [err]  COPPA enforcement error: ErrorEvent {
2026-02-05T01:57:53.277208618Z [err]        error: [Function],
2026-02-05T01:57:53.277211074Z [err]        close: [Function],
2026-02-05T01:57:53.277216124Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.277216423Z [err]        message: [Function],
2026-02-05T01:57:53.277220609Z [err]        open: [Function]
2026-02-05T01:57:53.277223895Z [err]        close: [Function],
2026-02-05T01:57:53.277224720Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.277229850Z [err]      },
2026-02-05T01:57:53.277230183Z [err]        open: [Function]
2026-02-05T01:57:53.277237782Z [err]      },
2026-02-05T01:57:53.277239236Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.277245174Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.277248219Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.277251505Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.277254234Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.277258131Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.277264160Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.277270049Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.277275986Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.277281397Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.277286969Z [err]      _closeTimer: null,
2026-02-05T01:57:53.277292059Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.277298072Z [err]      _extensions: {},
2026-02-05T01:57:53.277304539Z [err]      _paused: false,
2026-02-05T01:57:53.277310240Z [err]      _protocol: '',
2026-02-05T01:57:53.277315967Z [err]      _readyState: 3,
2026-02-05T01:57:53.277322121Z [err]      _receiver: null,
2026-02-05T01:57:53.277327509Z [err]      _sender: null,
2026-02-05T01:57:53.277333046Z [err]      _socket: null,
2026-02-05T01:57:53.277338604Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.277345219Z [err]      _isServer: false,
2026-02-05T01:57:53.277350780Z [err]      _redirects: 0,
2026-02-05T01:57:53.277356090Z [err]      _autoPong: true,
2026-02-05T01:57:53.277360992Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.277367512Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.277372880Z [err]      _req: null,
2026-02-05T01:57:53.277378973Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.277385003Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.277390864Z [err]    },
2026-02-05T01:57:53.277400360Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.277406870Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.277413928Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.277421015Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.277427882Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.277434357Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.277444034Z [err]    },
2026-02-05T01:57:53.277451133Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.277458952Z [err]  }
2026-02-05T01:57:53.277468123Z [inf]  1:57:53 AM [express] GET /api/surprise-giveaways/campaigns 200 in 58ms :: [{"id":"weekly-kindness-su…
2026-02-05T01:57:53.277474570Z [err]  Failed to get reward offers: ErrorEvent {
2026-02-05T01:57:53.277480971Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.277487051Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.277493253Z [err]        error: [Function],
2026-02-05T01:57:53.277499452Z [err]        message: [Function],
2026-02-05T01:57:53.277506463Z [err]        close: [Function],
2026-02-05T01:57:53.277512971Z [err]        open: [Function]
2026-02-05T01:57:53.277519566Z [err]      },
2026-02-05T01:57:53.277525907Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.277532356Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.277538386Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.277544366Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.277550512Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.277556889Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.277562994Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.277568607Z [err]      _closeTimer: null,
2026-02-05T01:57:53.277574306Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.277580516Z [err]      _extensions: {},
2026-02-05T01:57:53.277586304Z [err]      _paused: false,
2026-02-05T01:57:53.277592047Z [err]      _protocol: '',
2026-02-05T01:57:53.277597889Z [err]      _readyState: 3,
2026-02-05T01:57:53.277604583Z [err]      _receiver: null,
2026-02-05T01:57:53.277610642Z [err]      _sender: null,
2026-02-05T01:57:53.277616610Z [err]      _socket: null,
2026-02-05T01:57:53.277622170Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.277630010Z [err]      _isServer: false,
2026-02-05T01:57:53.277635517Z [err]      _redirects: 0,
2026-02-05T01:57:53.277641242Z [err]      _autoPong: true,
2026-02-05T01:57:53.279911392Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.279921408Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.279927692Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.279932539Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.279938587Z [err]      _closeTimer: null,
2026-02-05T01:57:53.279943319Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.279971561Z [err]      _extensions: {},
2026-02-05T01:57:53.279979436Z [err]      _paused: false,
2026-02-05T01:57:53.279986064Z [err]      _protocol: '',
2026-02-05T01:57:53.279992702Z [err]      _readyState: 3,
2026-02-05T01:57:53.279999334Z [err]      _receiver: null,
2026-02-05T01:57:53.280005762Z [err]      _sender: null,
2026-02-05T01:57:53.280012064Z [err]      _socket: null,
2026-02-05T01:57:53.280019475Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.280026226Z [err]      _isServer: false,
2026-02-05T01:57:53.280031249Z [err]      _redirects: 0,
2026-02-05T01:57:53.280035797Z [err]      _autoPong: true,
2026-02-05T01:57:53.280040756Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.280045785Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.280049798Z [err]      _req: null,
2026-02-05T01:57:53.280054952Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.280059644Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.280064540Z [err]    },
2026-02-05T01:57:53.280069757Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.280074189Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.280078588Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.280086905Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.280090891Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.280094674Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.280098831Z [err]    },
2026-02-05T01:57:53.280102916Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.280107755Z [err]  }
2026-02-05T01:57:53.280111777Z [inf]  🔒 SECURITY_AUDIT: {"timestamp":"2026-02-05T01:57:53.181Z","eventType":"CLAIM_CODE_EVENT","userId":"student-001","userRole":"student","action":"REDEEM_FAILED","success":false,"details":{"blockReason":"COPPA_ENFORCEMENT_ERROR","error":"Unknown error","endpoint":"/api/tokens","timestamp":"2026-02-05T01:57:53.181Z","security_context":"coppa_compliant_registration","compliance_note":"Student registration audit - no sensitive data stored","data_minimization":"COPPA_COMPLIANT"},"compliance":"COPPA_FERPA_NCMEC_COMPLIANT"}
2026-02-05T01:57:53.280116560Z [inf]  1:57:53 AM [express] GET /api/tokens 500 in 72ms :: {"error":"Account access verification temporaril…
2026-02-05T01:57:53.280123400Z [err]  Error fetching user: ErrorEvent {
2026-02-05T01:57:53.280128390Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.280133271Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.280137939Z [err]        error: [Function],
2026-02-05T01:57:53.280142332Z [err]        message: [Function],
2026-02-05T01:57:53.280147627Z [err]        close: [Function],
2026-02-05T01:57:53.280152386Z [err]        open: [Function]
2026-02-05T01:57:53.280157313Z [err]      },
2026-02-05T01:57:53.280162212Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.280167283Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.280171859Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.280176780Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.280181423Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.280185485Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.280190367Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.280194299Z [err]      _closeTimer: null,
2026-02-05T01:57:53.280198918Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.280203525Z [err]      _extensions: {},
2026-02-05T01:57:53.280207990Z [err]      _paused: false,
2026-02-05T01:57:53.280212403Z [err]      _protocol: '',
2026-02-05T01:57:53.280217117Z [err]      _readyState: 3,
2026-02-05T01:57:53.280221549Z [err]      _receiver: null,
2026-02-05T01:57:53.280228747Z [err]      _sender: null,
2026-02-05T01:57:53.280233517Z [err]      _socket: null,
2026-02-05T01:57:53.280249031Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.280253504Z [err]      _isServer: false,
2026-02-05T01:57:53.280258962Z [err]      _redirects: 0,
2026-02-05T01:57:53.280263616Z [err]      _autoPong: true,
2026-02-05T01:57:53.280268616Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.280273204Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.280278303Z [err]      _req: null,
2026-02-05T01:57:53.280283914Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.280288667Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.280293118Z [err]    },
2026-02-05T01:57:53.280297734Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.280302347Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.280307149Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.280312117Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.280316185Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.280321047Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.280326576Z [err]    },
2026-02-05T01:57:53.280331413Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.280336204Z [err]  }
2026-02-05T01:57:53.280341058Z [inf]  1:57:53 AM [express] GET /api/auth/user 500 in 75ms :: {"message":"Failed to fetch user"}
2026-02-05T01:58:00.790579529Z [inf]  🎁 Fetching reward offers (optimized for demo)...
2026-02-05T01:58:00.794104141Z [inf]  1:58:00 AM [express] GET /api/surprise-giveaways/check-user 304 in 1ms :: {"hasGiveaway":false,"give…
2026-02-05T01:58:00.866095388Z [err]  Failed to check pulse status: ErrorEvent {
2026-02-05T01:58:00.866106374Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:58:00.866114582Z [err]      _events: [Object: null prototype] {
2026-02-05T01:58:00.866121965Z [err]        error: [Function],
2026-02-05T01:58:00.866123421Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:00.866129385Z [err]        message: [Function],
2026-02-05T01:58:00.866137177Z [err]        close: [Function],
2026-02-05T01:58:00.866137690Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:00.866145730Z [err]        open: [Function]
2026-02-05T01:58:00.866149091Z [err]    },
2026-02-05T01:58:00.866154731Z [err]      _paused: false,
2026-02-05T01:58:00.866155601Z [err]      },
2026-02-05T01:58:00.866161314Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:58:00.866167140Z [err]      _eventsCount: 4,
2026-02-05T01:58:00.866167842Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:00.866172572Z [err]      _protocol: '',
2026-02-05T01:58:00.866175227Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:58:00.866178524Z [err]      _maxListeners: undefined,
2026-02-05T01:58:00.866185634Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:58:00.866186387Z [err]      _readyState: 3,
2026-02-05T01:58:00.866189722Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:58:00.866190567Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:58:00.866193085Z [err]        close: [Function],
2026-02-05T01:58:00.866198035Z [err]      _receiver: null,
2026-02-05T01:58:00.866198820Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:58:00.866202784Z [err]      _closeCode: 1006,
2026-02-05T01:58:00.866204234Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:58:00.866209956Z [err]      _sender: null,
2026-02-05T01:58:00.866214445Z [err]    },
2026-02-05T01:58:00.866215087Z [err]      _closeFrameReceived: false,
2026-02-05T01:58:00.866218252Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:58:00.866221765Z [err]      _socket: null,
2026-02-05T01:58:00.866225365Z [err]        open: [Function]
2026-02-05T01:58:00.866226385Z [err]      _closeFrameSent: false,
2026-02-05T01:58:00.866226531Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:00.866232181Z [err]      _bufferedAmount: 0,
2026-02-05T01:58:00.866233376Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:58:00.866238338Z [err]  }
2026-02-05T01:58:00.866243261Z [err]      },
2026-02-05T01:58:00.866243772Z [err]      _isServer: false,
2026-02-05T01:58:00.866247440Z [err]    },
2026-02-05T01:58:00.866248628Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:58:00.866249080Z [inf]  1:58:00 AM [express] GET /api/counter 500 in 57ms :: {"message":""}
2026-02-05T01:58:00.866255852Z [err]      _redirects: 0,
2026-02-05T01:58:00.866257162Z [err]      _eventsCount: 4,
2026-02-05T01:58:00.866260540Z [err]      _closeTimer: null,
2026-02-05T01:58:00.866261047Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:58:00.866261758Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:00.866268066Z [err]      _autoPong: true,
2026-02-05T01:58:00.866272904Z [err]      _errorEmitted: true,
2026-02-05T01:58:00.866273864Z [err]      _maxListeners: undefined,
2026-02-05T01:58:00.866274077Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:58:00.866274639Z [err]      _req: null,
2026-02-05T01:58:00.866278598Z [err]  }
2026-02-05T01:58:00.866280285Z [err]      _closeTimeout: 30000,
2026-02-05T01:58:00.866285547Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:58:00.866286319Z [err]      _sender: null,
2026-02-05T01:58:00.866287366Z [err]      _events: [Object: null prototype] {
2026-02-05T01:58:00.866289235Z [err]      _extensions: {},
2026-02-05T01:58:00.866291342Z [err]      },
2026-02-05T01:58:00.866291657Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:58:00.866293562Z [inf]  1:58:00 AM [express] GET /api/pulse-check/today 200 in 61ms :: {"hasCheckedToday":true}
2026-02-05T01:58:00.866295055Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:58:00.866300837Z [err]        error: [Function],
2026-02-05T01:58:00.866303354Z [err]      _paused: false,
2026-02-05T01:58:00.866307522Z [err]      _closeCode: 1006,
2026-02-05T01:58:00.866308272Z [err]      _eventsCount: 4,
2026-02-05T01:58:00.866309048Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:58:00.866309333Z [err]      _req: null,
2026-02-05T01:58:00.866309553Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:00.866310124Z [err]    },
2026-02-05T01:58:00.866313290Z [err]        message: [Function],
2026-02-05T01:58:00.866318455Z [err]      _protocol: '',
2026-02-05T01:58:00.866318950Z [err]      _closeFrameSent: false,
2026-02-05T01:58:00.866322687Z [err]      _maxListeners: undefined,
2026-02-05T01:58:00.866324251Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:58:00.866324301Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:58:00.866326117Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:58:00.866326203Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:58:00.866326721Z [err]      _closeFrameReceived: false,
2026-02-05T01:58:00.866327635Z [err]    [Symbol(kTarget)]: WebSocket {
